statement,predicted_label_id,predicted_status,confidence
"Chắc chắn rồi! Tôi đã khám phá các chiến lược đối phó khác nhau. Tôi thấy các bài tập thở sâu khá hữu ích vì chúng giúp tôi lấy lại khả năng kiểm soát những suy nghĩ dồn dập và cảm giác thể chất của mình. Ngoài ra, tôi đã bắt đầu thử thách việc tự nói chuyện tiêu cực của mình và thay thế nó bằng những lời khẳng định tích cực. Thật ngạc nhiên là suy nghĩ của chúng ta có thể mạnh mẽ đến thế nào!",5,Stress,0.1971215
"Tôi đã do dự khi thử trị liệu, nhưng tôi sẵn sàng thử. Tôi muốn tin rằng có một tia hy vọng nào đó để vượt qua bóng tối thường trực này.",5,Stress,0.16550826
"Cảm ơn. Nó có ý nghĩa rất lớn để có sự hỗ trợ của bạn. Gần đây, tôi gặp nhiều mâu thuẫn với bạn bè và điều đó khiến tôi suy sụp. Dường như mọi tương tác đều khiến tôi cảm thấy lo lắng và tuyệt vọng hơn. Có vẻ như tôi không biết cách giải quyết những xung đột này và nó đang ảnh hưởng đến sức khỏe tổng thể của tôi.",3,Normal,0.19827875
"Yes, I have tried discussing my concerns with them, but sometimes it feels like we're talking in circles. It's as if no one is truly listening to each other. I want to find a way to break through this pattern and find a common ground where we can work together to resolve our differences.",1,Bipolar,0.19669098
"Tôi thực sự lo lắng, tôi không biết phải làm sao. Tôi... tôi cảm thấy như mình đang mất kiểm soát.",3,Normal,0.16159612
Tôi có thể bắt đầu bằng cách coi những thất bại của mình là cơ hội để phát triển thay vì lý do để cảm thấy thất vọng. Tôi cũng có thể lập danh sách những điểm mạnh của mình và nhắc nhở bản thân về chúng hàng ngày.,5,Stress,0.22356005
"Tôi đang cố gắng tạo thói quen, đặt ra ranh giới rõ ràng cho bản thân và thực hành chánh niệm. Nó giúp tôi lấy lại sự tập trung vào lúc này, nhưng đó vẫn là một khó khăn. Tôi cần phải đào sâu hơn.",2,Depression,0.1784696
"Đó là một điểm tốt. Đối với tôi, sự bỏ mặc giống như bị bỏ rơi trong bóng tối. Đó là cảm giác bị lãng quên, giống như bạn không còn quan trọng nữa. Tôi đoán là tôi vẫn đang cố gắng tìm hiểu xem làm thế nào tôi đạt được đến thời điểm này và những gì tôi có thể làm để tiến về phía trước.",4,Personality disorder,0.21561155
"Tôi tin rằng tư duy phát triển có thể giúp tôi coi sai lầm là cơ hội để học hỏi và cải thiện. Nếu tôi coi thử thách là bước đệm, nó sẽ giảm bớt phần nào áp lực và cho phép tôi đón nhận sự thay đổi với tư duy tích cực hơn.",5,Stress,0.23312812
Hãy cho tôi biết một số lợi ích của việc ăn rau.,0,Anxiety,0.17424637
"Sự trung thực, đồng cảm và xác thực là những phẩm chất mà tôi rất coi trọng. Tôi muốn các mối quan hệ của mình được xây dựng trên sự tin tưởng và hiểu biết chân thành. Điều quan trọng đối với tôi là có thể thể hiện con người thật của mình và cảm thấy được chấp nhận con người thật của mình. Tôi cũng muốn trau dồi mức độ cởi mở và thấu hiểu tương tự đối với người khác.",4,Personality disorder,0.18154666
"Vâng, tôi cũng đã bắt đầu thực hành chánh niệm và thiền định. Nó giúp tôi hiện diện và trân trọng những niềm vui nhỏ trong cuộc sống. Thật ngạc nhiên khi một vài hơi thở sâu có thể giúp tôi lấy lại hy vọng và quan điểm.",2,Depression,0.17504513
Nó là một thử thách. Tôi thường thấy mình phụ thuộc quá nhiều vào bạn bè và đối tác để được hỗ trợ về mặt tinh thần và điều đó gây căng thẳng cho những mối quan hệ đó. Tôi sợ họ sẽ chán việc chăm sóc tôi.,0,Anxiety,0.17901345
"Nó khiến tôi cảm thấy bất lực và choáng ngợp. Tôi chưa bao giờ nghĩ gia đình mình lại khiến tôi cảm thấy như vậy. Tôi chỉ muốn mọi thứ quay trở lại như xưa, khi chúng tôi luôn thân thiết và ủng hộ.",3,Normal,0.23074569
"Đó là lời khuyên tuyệt vời. Tôi chắc chắn sẽ ghi nhớ những điểm đó trong tương lai. Tôi biết ơn vì có cơ hội phát triển và học hỏi này, đồng thời tôi rất hào hứng với những gì tương lai sẽ mang lại.",5,Stress,0.22674666
"Tôi tin rằng việc theo đuổi ước mơ làm vườn sẽ có tác động lan tỏa đến trạng thái tinh thần và cảm xúc của tôi. Khi tôi hạnh phúc hơn và thỏa mãn hơn, tôi sẽ mang năng lượng đó vào công việc và các mối quan hệ cá nhân của mình. Nó sẽ cho phép tôi thể hiện như một đối tác, người bạn và đồng nghiệp hiện tại và yêu thương hơn.",5,Stress,0.22038199
"Đúng, đã có những khoảnh khắc trong quá khứ tôi trải nghiệm được sự kết nối thực sự với người khác. Chỉ là gần đây những khoảnh khắc đó dường như rất ít và xa vời. Tôi thấy mình khao khát cảm giác kết nối sâu sắc và tình bạn đó, nhưng cảm giác đó giống như một giấc mơ không thể chạm tới.",5,Stress,0.22325501
"Tôi cảm thấy lo lắng khi nói về điều này, nhưng gần đây tôi đang trải qua rất nhiều mâu thuẫn trong nội tâm.",3,Normal,0.20705336
Tôi cho rằng tôi có một người bạn thân mà tôi có thể tâm sự. Tôi đã ngần ngại nói chuyện với cô ấy về điều đó vì tôi không muốn cô ấy phán xét tôi hoặc coi thường tôi.,6,Suicidal,0.1883728
Gần đây tôi cảm thấy quá choáng ngợp. Giống như sức nặng của cả thế giới đè lên vai tôi và tôi không biết làm cách nào để đối phó với tất cả. Tôi cũng cảm nhận được cảm giác cô đơn sâu sắc dường như theo tôi đến bất cứ nơi đâu. Dường như không ai hiểu được những gì tôi đang trải qua.,6,Suicidal,0.1761286
Cảm ơn. Tôi đánh giá cao sự hướng dẫn và hiểu biết của bạn. Nói về điều này đã giúp tôi có được một góc nhìn mới. Tôi sẵn sàng giải phóng sự ghen tị này và tập trung vào hành trình của riêng mình.,5,Stress,0.17928207
"Tôi cảm thấy phấn khích về điều đó. Ưu tiên chăm sóc bản thân nghe có vẻ rất hấp dẫn. Tôi sẽ cố gắng kết hợp các hoạt động như đọc sách, tắm lâu và dành thời gian hòa mình vào thiên nhiên. Những cử chỉ yêu thương này chắc chắn sẽ mang lại cho tôi sự bình yên và niềm vui hơn.",5,Stress,0.17270538
Tôi hy vọng có thể sử dụng khả năng tự nhận thức của mình để hiểu rõ hơn nhu cầu của mình và những gì tôi đang tìm kiếm trong một mối quan hệ trong tương lai. Tôi muốn đảm bảo rằng tôi đang tham gia vào một mối quan hệ hợp tác phù hợp với các giá trị của mình và hỗ trợ sự phát triển cá nhân của tôi.,4,Personality disorder,0.1765955
"Tôi có thể thực hành lòng từ bi với bản thân bằng cách thừa nhận và chấp nhận những hạn chế của mình, nhớ rằng việc chữa lành là một quá trình diễn ra từ từ. Tôi sẽ ăn mừng ngay cả những chiến thắng nhỏ nhất trên đường đi và nhắc nhở bản thân rằng thất bại là điều đương nhiên. Đó là một phần của hành trình hướng tới sức khỏe và hạnh phúc tối ưu.",1,Bipolar,0.18784124
"Những lời chỉ trích chủ yếu xoay quanh sự lựa chọn nghề nghiệp và các mối quan hệ cá nhân của tôi. Họ có những kỳ vọng nhất định đối với tôi và khi tôi không gặp được họ, họ tỏ ra thất vọng.",4,Personality disorder,0.1858017
"Này , gần đây tôi cảm thấy thực sự choáng ngợp. Nỗi lo lắng mà tôi phải đối mặt thật đau đớn và có cảm giác như nó đang kiểm soát cuộc sống của tôi. Tôi liên hệ với bạn với hy vọng tìm được sự hướng dẫn nào đó.",3,Normal,0.19242013
"Tôi cảm thấy thực sự sợ hãi. Lòng tự trọng của tôi đang ở mức thấp nhất mọi thời đại. Tôi có giấc mơ đáng kinh ngạc này, nhưng ý nghĩ theo đuổi nó khiến tôi kinh hãi.",5,Stress,0.192201
"Đúng, tôi đã cố nói chuyện với anh ấy về chuyện đó nhưng anh ấy cứ phớt lờ. Anh ấy nói rằng anh ấy bận công việc và lúc nào cũng mệt mỏi.",3,Normal,0.19206053
"Cảm ơn. Thật khó để xác định chính xác thời điểm nó bắt đầu, nhưng tôi nghĩ việc nhìn thấy những người khác đạt được mục tiêu và cột mốc quan trọng của họ trong khi tôi phải vật lộn với những thành tựu của chính mình khiến tôi cảm thấy hụt hẫng. Nó giống như một lời nhắc nhở thường xuyên về những thất bại mà tôi nhận thấy. Đối với hành vi bắt nạt ở nơi làm việc, chủ yếu là những nhận xét tế nhị và loại trừ khỏi một số cuộc trò chuyện nhất định. Nó khiến tôi cảm thấy vô hình và không xứng đáng.",5,Stress,0.1747652
"Tôi chưa nghĩ về điều đó, nhưng nó làm tôi tò mò. Đó có thể là một cách để tôi khám phá và hiểu được những ham muốn của bản thân mà không cảm thấy bị choáng ngợp bởi chúng. Thêm vào đó, nó có thể mang lại cảm giác giải thoát.",5,Stress,0.17652701
"Tôi tin rằng nó bắt đầu từ việc tự chăm sóc bản thân và lòng trắc ẩn. Tôi cần ưu tiên sức khỏe cảm xúc của bản thân và tham gia vào các hoạt động mang lại cho tôi niềm vui và sự thỏa mãn. Bằng cách đối xử tử tế và chấp nhận bản thân, tôi sẽ được trang bị tốt hơn để thu hút và nuôi dưỡng một mối quan hệ yêu thương, lành mạnh.",5,Stress,0.18380882
"Hôm nay, tôi sẽ lấy hết can đảm để chia sẻ nguyện vọng của mình với người bạn luôn ủng hộ tôi. Mặc dù nỗi sợ hãi vẫn còn đọng lại, tôi vẫn quyết tâm thực hiện bước nhảy vọt này và giải phóng bản thân khỏi áp lực đang kìm hãm tôi.",5,Stress,0.16224861
"Hi , I'm feeling really down right now. I've been having a lot of conflict with my friends lately, and it's been putting a strain on our relationships. I want to find a way to resolve these issues and rebuild the loving trust we once had.",1,Bipolar,0.20035309
"Cảm ơn bạn đã hiểu. Để mang lại sự thay đổi mà chúng ta cần, tôi tin rằng chúng ta phải thúc đẩy sự giao tiếp cởi mở và trung thực, nơi mọi người đều cảm thấy được lắng nghe và xác nhận. Chúng ta cần buông bỏ những oán giận trong quá khứ và tập trung vào việc xây dựng lại mối quan hệ của chúng ta bằng tình yêu thương và lòng trắc ẩn.",0,Anxiety,0.1862752
Explain why web applications are beneficial for businesses.?,1,Bipolar,0.21444142
  I'm worried that I'm not good enough for my partner. What can I do to feel more confident in my relationship? ,5,Stress,0.19533564
"Xin chào , gần đây tôi cảm thấy thực sự không vui. Tôi không thể không cảm thấy trách nhiệm của mình là biến ước mơ của mình thành hiện thực, nhưng tôi không biết bắt đầu từ đâu.",3,Normal,0.1968375
Tôi có thể bắt đầu bằng cách dành thời gian mỗi ngày để luyện tập nhạc cụ và rèn luyện kỹ năng sáng tác của mình. Tôi cũng có thể liên hệ với các nhạc sĩ địa phương và tham gia một ban nhạc hoặc cộng tác trong các dự án.,1,Bipolar,0.21274242
