statement,predicted_label_id,predicted_status,confidence,
"Chà, thật xấu hổ vì tôi có xu hướng tìm kiếm sự công nhận từ người khác về giá trị bản thân. Tôi dựa vào ý kiến ​​và hành động của họ để cảm thấy hài lòng về bản thân. Có cảm giác như tôi liên tục tìm kiếm sự chấp thuận từ bên ngoài và điều đó khiến tôi đặt câu hỏi về giá trị của chính mình.",4,Personality disorder,0.999577,
I'm hopeful that she'll be open to the idea. I'll approach it with enthusiasm and express how important it is for us to explore new adventures together.,6,Suicidal,0.84670764,
List 5 different types of fruits.?,4,Personality disorder,0.98702896,
Tôi thực sự cảm thấy lạc lõng và bị phản bội. Cả thế giới xung quanh tôi như sụp đổ. Gần đây tôi phát hiện ra rằng đối tác của mình đã lừa dối tôi và tôi không biết phải đối phó với điều đó như thế nào.,2,Depression,0.59242857,
"Tôi đã nói chuyện với một vài người bạn thân, họ luôn ủng hộ nhưng đôi khi thật khó để mở lòng hoàn toàn với họ. Tôi cho rằng tôi cảm thấy hơi xấu hổ về toàn bộ tình huống này.",4,Personality disorder,0.99679583,
"Tôi nghĩ bước đầu tiên sẽ là thực hiện một số nghiên cứu. Tôi cần tìm hiểu thêm về ngành mình muốn tham gia, xu hướng thị trường và đối thủ tiềm năng. Nó cũng sẽ giúp tôi có được sự tự tin và sự rõ ràng về cách tiến về phía trước.",5,Stress,0.98567396,
"""Is it ethical for India to promote gender equality and womens empowerment?""",1,Bipolar,0.6790414,
"Chà, mọi chuyện bắt đầu khi tôi phát hiện ra đối tác của mình đang lừa dối tôi. Nó thực sự làm tan vỡ lòng tự trọng của tôi và giờ tôi không ngừng đặt câu hỏi về giá trị của mình.",4,Personality disorder,0.99262637,
"Tôi tin rằng tôi xứng đáng được đối xử bằng tình yêu và sự tôn trọng. Trải nghiệm này đã nhắc nhở tôi về giá trị của chính mình. Tôi từ chối để sự phản bội của ai đó định nghĩa tôi. Thay vào đó, tôi muốn tập trung vào việc xây dựng lại cuộc sống, tìm kiếm hạnh phúc bên trong mình và thu hút những mối quan hệ tích cực.",4,Personality disorder,0.65393716,
", đôi khi tôi thấy thật khó để làm im lặng lời chỉ trích nội tâm đó. Nó có thể ồn ào và dai dẳng, khiến tôi có những suy nghĩ tiêu cực và nghi ngờ bản thân. Tuy nhiên, tôi tin rằng việc thực hành lòng trắc ẩn và tự nói chuyện tích cực có thể giúp chống lại những suy nghĩ đó. Tôi muốn rèn luyện trí óc của mình để tập trung vào điểm mạnh và thành tích của mình thay vì tập trung vào những khuyết điểm mà tôi nhận thấy.",5,Stress,0.5430457,
"Vâng, tôi có. Tôi viết nhật ký để bày tỏ những suy nghĩ và cảm xúc của mình. Viết cho phép tôi trút bỏ phần nào gánh nặng cảm xúc mà tôi đang mang trong mình. Tôi cũng đã bày tỏ nỗi đau buồn của mình thông qua nghệ thuật. Vẽ tranh đã trở thành một cách để tôi tôn vinh ký ức về người bạn của mình và để cảm xúc của mình tuôn trào trên khung vẽ.",1,Bipolar,0.99982387,
Mô phỏng cuộc trò chuyện giữa hai người lần đầu tiên giới thiệu bản thân.,3,Normal,0.9998869,
"Tôi nghĩ việc kết hợp các hoạt động mang lại cho tôi niềm vui và mục đích, chẳng hạn như vẽ tranh hoặc tình nguyện, có thể tạo ra tác động tích cực đến hạnh phúc chung của tôi. Những hoạt động này luôn khiến tôi cảm thấy thỏa mãn trong quá khứ.",1,Bipolar,0.99899167,
Nghe giống như một kế hoạch vậy. Tôi đánh giá cao sự hướng dẫn và hỗ trợ của bạn trong việc giúp tôi vượt qua thời gian đầy thử thách này.,5,Stress,0.8571415,
"Này , tôi thậm chí không biết bắt đầu từ đâu... Hiện tại tôi cảm thấy rất lạc lõng. Chia tay đã được vài tháng nhưng dường như tôi vẫn chưa thể bước tiếp.",1,Bipolar,0.99806243,
"Honestly, I think they would see it as a sign of weakness, that we can't handle our own problems. It's that stubborn mentality that's been ingrained in us. But maybe, just maybe, if I present it as an opportunity for growth and healing, they might be willing to give it a chance.",6,Suicidal,0.93748415,
"Nó khiến tôi cảm thấy vô cùng đau buồn và cô đơn. Tôi đã nghĩ bạn bè là hệ thống hỗ trợ của tôi, nhưng bây giờ tôi cảm thấy như chỉ có một mình.",6,Suicidal,0.9985721,
", kể từ khi tôi bắt đầu nghiên cứu về nhiếp ảnh gợi cảm, tôi nhận thấy sự tự tin và khả năng chấp nhận bản thân của mình tăng lên đáng kể. Thật ngạc nhiên khi việc ghi lại vẻ đẹp của chính mình trên máy ảnh đã giúp tôi tôn lên cơ thể và sự gợi cảm của mình theo một cách hoàn toàn mới. Giống như tôi đã mở khóa được một niềm hạnh phúc tiềm ẩn trong mình.",3,Normal,0.8361441,
"Vâng, tôi có. Tôi đã trải qua một số xét nghiệm y tế và cho đến nay, kết quả vẫn chưa thuyết phục. Sự không chắc chắn tràn ngập và thật khó để không để nó tiêu diệt tôi. Tôi muốn trở thành người bạn đời tốt nhất có thể, nhưng những vấn đề sức khỏe này dường như đang cản trở.",0,Anxiety,0.9991297,
", đây là cơ hội việc làm mà tôi luôn mơ ước. Tôi đã làm việc rất chăm chỉ để đến được đây và cuối cùng tôi đã có được công việc. Đó là tất cả những gì tôi từng mong muốn và cảm giác như một giấc mơ. Tuy nhiên, có những lúc tôi tự hỏi liệu mình có xứng đáng hay không hay đó chỉ là sự may mắn. Đó là lúc tôi cảm thấy như mình đang bị lừa để lấy đi thứ gì đó chân thật.",2,Depression,0.9874769,
", kể từ khi chia tay, tôi đã khám phá lại con người thật của mình. Tôi đón nhận những sở thích mới, kết nối lại với những người bạn cũ và tập trung vào sự phát triển cá nhân. Tôi nhận thấy mình độc lập và có năng lực hơn tôi tưởng. Cuộc chia tay này đã cho tôi cơ hội ưu tiên hạnh phúc và hạnh phúc của bản thân.",6,Suicidal,0.8227657,
Tôi cảm thấy tê liệt quá. Giống như mọi thứ tôi từng quan tâm đã mất đi màu sắc của nó.,6,Suicidal,0.9891283,
Tôi nghĩ việc tử tế với bản thân và ăn mừng ngay cả những chiến thắng nhỏ nhất cũng sẽ hữu ích. Nhắc nhở bản thân rằng những thất bại chỉ là một phần của quá trình và tôi đang cố gắng hết sức.,5,Stress,0.5057803,
"Sức khỏe tinh thần của tôi đang xấu đi. Tôi thường xuyên cảm thấy lo lắng và căng thẳng. Tôi không thể ngủ vào ban đêm, cảm giác thèm ăn không còn và tôi mất hứng thú với những thứ tôi từng yêu thích. Mỗi ngày đều giống như một cuộc đấu tranh chỉ để ra khỏi giường và đối mặt với thế giới.",5,Stress,0.99230015,
"
Tạo một tập lệnh có thể tính tổng của một tập hợp số.: 

{10, 20, 30, 40}
",3,Normal,0.8898852,
"Chà, gần đây tôi đang phải gánh vác rất nhiều trách nhiệm trong công việc và trong cuộc sống cá nhân. Có cảm giác như tôi đang liên tục chạy không có gì và nó bắt đầu gây tổn hại cho tôi. Tôi chỉ không biết làm thế nào để tìm được sự cân bằng.",5,Stress,0.99956423,
"Cảm ơn , vì đã ở bên tôi và hướng dẫn tôi đến niềm hy vọng. Tôi đánh giá cao sự đồng cảm và hiểu biết của bạn. Hiện tại, tôi nghĩ mình đã có con đường rõ ràng phía trước nhưng tôi chắc chắn sẽ liên hệ nếu cần hỗ trợ hoặc hướng dẫn thêm. Tôi cảm thấy an ủi khi biết rằng có bạn và những người khác ở bên cạnh tôi trong suốt hành trình này.",1,Bipolar,0.803891,
"I suppose they're a mix of both. Growing up, my parents had high expectations for me, always pushing me to excel in everything I did. And society, with its constant comparison and need for perfection, has added fuel to the fire. It's overwhelming.",6,Suicidal,0.98682874,
"Đúng vậy, có những khoảnh khắc thoáng qua tôi cảm thấy một tia sức mạnh giữa bóng tối. Có những lúc tôi tham gia vào các hoạt động mà tôi từng yêu thích trước khi cơn nghiện chiếm lấy cuộc đời tôi. Những khoảnh khắc tôi kết nối với những người khác đang trên con đường hồi phục, những người đã nhắc nhở tôi rằng sự thay đổi là có thể. Ngay cả trong những khoảnh khắc ngắn ngủi đó, tôi vẫn cảm thấy hy vọng, giống như có khả năng có một cuộc sống không còn nghiện ngập. Nhưng buồn thay, những khoảnh khắc đó đã bị lu mờ bởi sức nặng của sự chán nản trong tôi.",2,Depression,0.9180219,
"Thank you. It's been quite difficult, to be honest. Some of my friends have shown great support, while others seem to have distanced themselves. It's as if my divorce has become a dividing line in my friendships. It's been disheartening to realize that some of these relationships were perhaps not as strong as I thought.",6,Suicidal,0.79823285,
Điều đó nghe có vẻ hữu ích. Bạn có thể cho tôi một số hướng dẫn về cách tiếp cận cuộc trò chuyện này với bạn trai của tôi theo cách không leo thang thành một cuộc tranh cãi không?,5,Stress,0.50770515,
Tôi thích chơi guitar và làm thơ. Những hoạt động đó cho phép tôi thể hiện bản thân và thoát khỏi mọi thứ. Tôi cũng tìm thấy niềm an ủi khi đi dạo dài trong thiên nhiên.,2,Depression,0.7096112,
Tôi từng thích chơi guitar và viết nhạc. Nó mang lại cho tôi rất nhiều niềm vui và cho phép tôi thể hiện bản thân. Tôi muốn nhặt lại cây đàn đó và để âm nhạc hướng dẫn tôi chữa lành. Tôi cũng muốn bắt đầu kết nối lại với những người thân yêu của mình và xây dựng lại những mối quan hệ đã căng thẳng do chứng nghiện của tôi. Tôi muốn cho họ thấy rằng tôi cam kết thay đổi.,2,Depression,0.96542627,
"Tôi nghĩ rằng những cuộc trò chuyện ý nghĩa, chia sẻ suy nghĩ và cảm xúc cũng như tham gia vào các hoạt động mà tất cả chúng ta đều yêu thích sẽ thực sự củng cố mối quan hệ của chúng ta.",4,Personality disorder,0.99912864,
"Cảm ơn. Ừ thì chia tay đã được mấy tháng rồi nhưng tôi vẫn thấy mình vướng vào một vòng đau khổ. Tôi tưởng chúng ta đã có tương lai cùng nhau, nhưng giờ nó đã kết thúc, tôi cảm thấy lạc lõng. Tôi muốn vượt qua nỗi đau này và lấy lại ý thức về bản thân. Có lời khuyên nào về việc bắt đầu từ đâu?",6,Suicidal,0.9988188,
"Xin chào , gần đây tôi cảm thấy có nhiều mâu thuẫn với bạn bè. Nó khiến tôi cảm thấy thật bất an.",0,Anxiety,0.9986939,
Mối quan hệ của chúng tôi bắt đầu xấu đi sau khi xảy ra bất đồng về quyền thừa kế của gia đình. Cô ấy trở nên xa cách và bắt đầu đổ lỗi cho tôi về những điều không phải lỗi của tôi. Thật vô cùng đau đớn khi chứng kiến ​​mối quan hệ của chúng tôi tan vỡ.,5,Stress,0.9980209,
"Tôi nghĩ mình cũng cần suy ngẫm về vai trò của chính mình trong tình huống này và hiểu tại sao tôi không nhìn thấy những dấu hiệu sớm hơn. Tôi không muốn đổ lỗi hoàn toàn cho bản thân, nhưng việc tự suy ngẫm có thể giúp tôi trưởng thành từ trải nghiệm này.",4,Personality disorder,0.953774,
